CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1_07;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1_06;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2_06;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3_05;REASON1DEN3_06;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;REASON2DEN3_05;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON2ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON1DEN4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON2DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4_06;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_49;TRUST_64;TRUST_65;TRUST_66;TRUST_67;LRSP;VALUE3;VALUE5;VALUE7;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;ZUSATZ1A241124;ZUSATZ2A241124;ZUSATZ3A241124_01;ZUSATZ3A241124_02;ZUSATZ3A241124_03;ZUSATZ3A241124_04;ZUSATZ3A241124_05;ZUSATZ3A241124_06;ZUSATZ3A241124_98;ZUSATZ3A241124@_05;ZUSATZ4A241124_1;ZUSATZ4A241124_2;ZUSATZ4A241124_3;ZUSATZ4A241124_4;ZUSATZ4A241124_5;ZUSATZ4A241124_6;ZUSATZ5A241124_01;ZUSATZ5A241124_02;ZUSATZ5A241124_03;ZUSATZ5A241124_04;ZUSATZ5A241124_05;ZUSATZ5A241124_06;ZUSATZ5A241124_07;ZUSATZ5A241124_08;ZUSATZ5A241124_98;ZUSATZ6A241124;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDHAUPT;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;UNUSED
14022;20241124.64428.242;1971; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;17;2; ;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ;Es nützt meiner Meinung nichts, wenn der Verkehrsfluss an die Agglomeration schneller gebracht werden kann, die Agglomeration aber den (Mehr)Verkehr nicht weg bringt.;302;503; ; ; ; ; ; ;999; ; ; ; ; ;1;4; ; ;7; ;999; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8; ;999; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;4;0;6;5;5;7;2;9;7;4;5;7;6;6;6;4;4;4;5;1;1;2;2;2;1;1;2;1;1;1;1;1;8;4;2;1;1;8;8;8;8;8;8;1;1;8;8;8;8;8;8;98;98;1;1;0;1;0;0;0; ;98;98;98;98;98;98;0;1;1;0;1;0;1;0;0;1;3;6;6;0;8;0;0;0;8;0;0;10;6;0;0;0;98;98;98;98;98;98;98;98;2;1;10; ;4;2;2;1;1;2;32;3; ;32;10;2;1; ; ;6;2;2;,141470847505714;,125788236568096;,131760742671095;,116217406485585;0
14023;20241124.53719.242;1990; ; ; ;2;3;2;0;0;1;0;0;0;0;0;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;5;4;2;5;8;5;5;6;8;8;4;4;5;5;6;5;1;3;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;0;0;0;0;0;0;1; ;2;2;98;2;2;1;0;0;0;0;0;0;0;0;1;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;4;2;2;1;2;1;52;3; ;32;22;1;2;52;3;11;2;2;1,35173208876126;1,35833337693971;1,35848880182522;1,35732054616673;0
14024;20241124.58241.242;1954; ; ; ;2;2;2;0;0;0;0;0;0;0;1;0;0;0;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;3;2;5;5;5;8;5;3;3;6;4;6;5;2;2;4;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;0;1;1;0;0;0; ;2;1;1;98;1;3;1;1;1;1;1;1;1;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ;1;1;1;5;6;32;7;1;11;10;1;2;40;98;5;1;2;3,15884456068616;3,17427102235662;3,17463423268379;3,17190415172839;0
14030;20241124.60882.242;1944; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;2;2; ;4; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ;Mehr Strassen erzeugen mehr Verkehr. Stattdessen das Geld für CO2-Reduktion einsetzen.;503;302;505;203; ; ; ;Autobahanen fördern die Zersiedelung;500; ; ; ; ; ;2; ;4; ;9; ; ; ; ; ; ; ; ;Der Eigenbedarf muss richtig nachgewiesen werden. Die Neuregelung hätte bloss die Kündigung zwecks Mieterhöhung erleichtert.  Die jetzige Regeliung der Untermiete genügt.;301; ; ; ;999; ; ; ; ; ;2; ;4; ;9; ; ; ; ; ; ; ; ; ; ;Die Neuregelung hätte die Kündigung zwecks Mieterhöhung erleichtert. Der Eigenbedarf wäre ein Mittel zur Gewinnmaximierung geworddn;502; ; ; ; ; ; ;999; ; ; ; ;2; ;4; ;10; ; ; ; ; ; ; ; ; ; ; ;Die Neuregelunghätte die Kanton entlastet, denn sie zahlen an die stationäre Behandlung Steuergelder. Die Rechte will bei jeder Gelegenheit die Steuern senken, weil die Wohlhabenden ja einen höheren Steuersatz haben. Die Krankenkassen zahlen alle und n;400;403; ; ; ;999; ; ; ; ; ;5;3;98;8;0;5;9;0;9;2;5;7;10;0;10;0;2;1;2;3;1;1;1;4;4;4;1;1;1;1;1;4;4;3;1;1;1;1;1;3;4;4;1;1;1;2;2;4;1;2;1;1;1;3;2;0;1;0;0;1;0;0;Kontrolle der Einhaltung Dere Begrenzung der Rendite;4;2;4;4;2;4;1;1;1;1;0;0;1;0;0;2;3;9;7;7;3;7;98;5;98;9;2;98;0;0;0;10;0;1;6;0;7;5;3;3;3;1;10; ;2;1;1;2; ; ;52;7;3;32;10;2;8; ; ;4;1;1;2,38643616853078;2,21654806186569;2,32253730972239;2,1447087137272;0
14033;20241124.64769.242;1999; ; ; ;1;2;2;0;0;0;1;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;5;98;5;98;98;98;98;5;98;98;98;98;98;7;2;4;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;0;0;0;0;1; ;98;1;2;98;1;98;0;0;0;0;0;0;1;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;1;1;1;1;2;32;3; ;33;21;1;8; ; ;98;8;8;2,48145013439419;2,49356848800418;2,49385381015216;2,49170917795404;0
14034;20241124.68569.242;1973; ; ; ;2;3;2;1;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;8;5;5;9;10;8;9;5;10;5;8;98;8;8;10;6;3;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;1;1;0;0;0;0;0; ;1;3;3;4;2;3;1;0;0;1;0;0;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1;2;2;1;5;4;32;3; ;33;21;1;2;51;3;12;2;2;1,83445118321892;1,84340986742151;1,84362079632341;1,84203534311648;0
14036;20241124.68597.242;1956; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;17;2; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;BIODIVERSITÄT LAND VERBAU;500;402; ; ; ; ; ;ABSTIMMUNG 22.09.2024 (MARKUS RITTER);900; ; ; ; ; ;1;4; ; ;10;DAS MAN WEISS WER IN DER WOHNUNG LEBT;501;302; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;10;EIGENTÜMER;203; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;JÄHRLICHE PRÄMIENERHÖHUNG;503; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;1;3;3;5;0;3;98;5;5;5;5;5;3;4;5;5;1;1;3;4;4;3;2;2;1;1;1;1;1;3;4;4;1;1;1;1;8;3;3;8;1;1;2;3;2;8;3;8;2;98;0;0;0;0;0;1;1; ;2;2;3;2;1;1;1;1;1;0;0;0;0;0;0;4;3;0;0;8;8;0;0;0;5;0;0;7;5;0;0;5;5;5;5;5;5;5;5;8;3;1;98; ;1;1;1;2; ; ;21;7;3;32;10;1;1; ; ;4;2;2;1,38158963305663;1,22843488016806;1,28676175570995;1,05554251593206;0
14037;20241124.68213.242;1958; ; ; ;2;3;2;1;0;0;0;0;0;0;0;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;4;3;98;98;98;98;98;8;4;98;98;8;6;6;98;2;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;0;0;0;0;1; ;98;2;3;98;2;1;0;1;1;0;0;0;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;4;1;2;1;2;5;31;7;3;33;21;1;2;51;7;15;2;2;2,11835158809133;2,12869672187378;2,12894029421759;2,12710947563302;0
14040;20241124.66341.242;1983; ; ; ;2;1;2;0;0;0;1;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;7;4;6;6;5;6;1;10;6;6;5;5;4;5;9;5;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;0;0;0;0;1; ;1;1;4;98;1;2;1;0;0;0;0;0;1;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;1;1;1;1;1;2;40;1; ;11;10;1;1; ; ;6;1;2;1,47392536903377;1,48112339754505;1,48129287246072;1,48001900934324;0
14041;20241124.62985.242;1983; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;10;Stau;303; ; ; ; ; ;Verkehrsteilnehmer die auf das Auto angewiesen sind, werden ohne den Ausbau gegenüber öffentlichen verkehr benachteiligt;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;5; ;999; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;5; ;999; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;5;Kostenbremse;503; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;0;8;5;0;5;8;3;0;5;3;8;8;5;8;4;5;4;6;1;1;1;1;1;4;3;4;1;1;1;1;1;4;4;4;8;1;2;2;8;3;3;3;2;2;2;8;2;2;8;3;3;3;1;0;1;0;0;0;0; ;2;1;2;2;1;1;1;1;1;1;0;0;1;0;0;2;3;5;5;0;5;0;0;0;5;0;0;0;0;5;10;1;5;0;0;0;5;5;0;5;3;1;10; ;1;1;1;8; ; ;51;3; ;31;10;1;1; ; ;8;2;2;1,14669979763814;1,20077045568734;1,15354968116381;1,22978258059673;0
14042;20241124.69542.242;1984; ; ; ;8;4;2;0;0;0;0;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;5;0;3;2;0;5;0;5;0;0;5;5;5;5;2;9;8;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;0;0;0;0;1; ;98;98;98;98;98;98;0;0;0;0;0;0;0;0;1;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ;18;1;1;1;9;9;98;1; ;11;10;1;2;98;1;13;8;2;1,27240972307424;1,27862363434624;1,27876993858595;1,2776702385261;0
14043;20241124.61061.242;1970; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;4;1;4; ; ;4;Vorausschauend Infrastruktur aufbauen;300; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;1;Bundesrat/Parlament;905; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;1;Bundesrat/Parlament;905; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8; ; ;7;Bundesrat Parlament;905; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;6;5;3;6;5;0;5;1;0;6;5;1;6;4;6;6;4;5;4;5;1;1;1;2;2;3;3;3;1;8;1;2;1;3;4;3;1;2;2;1;2;4;3;3;1;1;2;1;1;3;4;4;98;98;0;0;0;0;1;0;0;..;2;2;4;2;1;4;0;0;0;0;0;0;1;0;0;98;1;6;0;0;9;0;0;1;6;6;1;0;0;0;0;6;0;0;0;0;0;5;0;9;2;1;10; ;4;1;1;1;2;2;51;1; ;11;10;1;3; ; ;14;1;2;1,01611526317075;1,06402843194137;1,02218509174812;1,0897366975207;0
14046;20241124.60564.242;2000; ; ; ;1;2;2;0;0;0;0;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;9;7;98;8;98;98;98;98;5;6;7;8;98;10;8;5;2;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1;1;0;0;0;0;0; ;98;98;98;98;98;98;1;0;1;0;0;1;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;1;1;1;2; ; ;33;3; ;33;10;2;1; ; ;10;2;1;1,42037935674866;1,42731588916849;1,42747920725552;1,42625162211899;0
14048;20241124.53352.242;1955; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;3;1;8; ; ;8;zu viel Stau;301; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Missbräuche;300; ; ;Missbräuche zu verhindern;300; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Eigenbedarf bekommt mehr Recht;304;303;300; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ;Bringt dem Gesundheitswesen nichts. Keine Kostensenkung.;403; ; ; ;Die Kosten für den Prämienzahler bleiben gleich hoch.;403; ; ; ; ; ;8;5;5;4;7;6;4;4;5;7;7;6;7;7;7;8;5;4;4;4;4;1;1;2;1;2;3;3;4;2;2;2;1;2;3;4;4;2;2;2;2;2;4;3;4;1;1;3;2;3;3;2;1;98;3;0;0;0;0;0;1;0; ;4;2;3;4;1;4;1;1;1;1;1;1;1;0;0;4;3;9;9;9;9;4;5;1;1;5;5;0;0;0;0;5;2;2;2;2;2;2;2;5;3;1;98; ;3;1;1;1;1;2;32;7;3;33;10;2;2;32;7;5;2;2;,348996683048443;,365453021794018;,351081436734323;,440272671953557;0
14052;20241124.61413.242;1965; ; ; ;2;2;2;0;0;0;0;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;1;1;2;2;6;6;4;4;4;2;4;7;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;0;1;0;0;0;0;0; ;3;3;4;3;1;3;1;0;0;0;1;1;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;1;1;1;1;1;2;32;3; ;32;22;1;2;51;98;15;1;2;1,57443875378889;1,58212764718684;1,58230867933448;1,58094794594777;0
14054;20241124.51667.242;1964; ; ; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;6;3;7;9;6;7;9;10;3;5;8;8;8;8;5;4;3;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0;1;0;0;0;0;0; ;2;2;3;2;1;1;0;0;1;0;0;0;0;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1;2;2;1;2;6;21;8;8; ;23; ;8; ; ;2;3;2;1,28507575260924;1,29135151941588;1,29149928002125;1,29038863314672;0
14058;20241124.62137.242;1950; ; ; ;2;3;1; ; ; ; ; ; ; ; ; ; ; ;16;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;Versorgungssicherheit, Verlust von Agrarfläche,;401; ; ; ; ; ; ;zu hohe Zuwanderung, missbrauch des Asylwesens.;100; ; ; ; ; ;2; ;4; ;8; ; ; ; ; ; ; ; ;Als Eigentümer von Haus oder Wohnung, will ich nur mit einem Mieter vertraglich gebunden sein. Bei Schäden scheint mir die  Haftung einfacher zu ermitteln.;500; ; ; ;999; ; ; ; ; ;1;4; ; ;8;Selbstbestimmung über mein Eigentum ist mir wichtig.;301; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;8; ; ; ; ; ; ; ; ; ; ; ;- Wahrscheinlich gäbe es eine 2-Klassen Gesellschaft. - schleichender Abbau der Grundversicherung - trotzdem wieder höhere Prämien - wie immer, wenn der Bundesrat/in wechselt;301;403; ; ; ;999; ; ; ; ; ;5;4;4;5;5;5;5;6;6;4;5;5;7;6;5;5;7;5;5;5;5;2;2;3;3;2;3;2;2;2;2;2;2;3;3;3;3;8;3;2;2;2;3;3;3;2;2;3;3;2;2;2;2;2;3;1;1;0;1;0;0;0; ;3;2;3;3;2;2;1;1;1;0;0;0;1;0;0;2;3;7;5;7;6;2;2;0;0;7;0;0;0;0;0;6;0;0;5;0;0;5;3;5;3;1;10; ;1;1;1;2; ; ;32;8;8; ;10; ;2;32;7;6;1;2;3,31894441785779;3,08267194147152;3,09114272722064;2,98276111769551;0
14059;20241124.57241.242;1980; ; ; ;2;3;1; ; ; ; ; ; ; ; ; ; ; ;6;1;2; ; ;98;gem. Bundesrat;905; ; ; ; ; ;Pers. Situation;100;200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;gem. Vorlage Bundesrat;905; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;Vorlage Bundesrat;905; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;10;gem. Vorlage Bundesrat;905; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;98;0;0;3;0;3;3;3;0;8;8;3;3;98;3;3;2;2;2;2;1;3;1;2;1;3;2;2;2;3;8;8;8;8;8;8;2;3;8;8;8;8;8;8;2;3;8;8;1;4;8;8;98;98;1;1;0;1;0;0;0; ;98;98;4;98;98;1;1;1;1;0;0;1;0;0;0;4;8;98;98;98;10;98;98;98;98;98;98;98;98;98;98;98;0;0;0;0;0;0;0;10;5;1;4; ;4;1;2;1;1;5;51;3; ;32;22;2;2;51;3;10;1;2;1,2814431707642;1,34186742098085;1,28909795232304;1,37428862608708;0
